UTK - Utirik Airport
CTV - Catoca Airport
ANL - Andulo Airport
CNZ - Cangamba Airport
DRC - Dirico Airport
KNP - Capanda Airport
NDF - N'dalatando Airport
AOB - Annanberg Airport
AOD - Abou-Deïa Airport
APP - Asapa Airport
APR - April River Airport
QET - Troll Airfield
AQY - Girdwood-Alyeska Airport
QRF - Bragado Airport
CVI - Caleta Olivia Airport
CNT - Charata Airport
VGS - General Villegas Airport
LMD - Los Menucos Airport
VCF - Valcheta Airport
NCJ - Sunchales Aeroclub Airport
CPG - Carmen de Patagones Airport
PRQ - Termal Airport
OLN - Colonia Sarmiento Airport
ARP - Aragip Airport
ASZ - Asirim Airport
ATN - Namatanai Airport
ATP - Aitape Airport
LYT - Lady Elliot Island Airstrip
GYZ - Gruyere Airport
KQR - Karara Airport
AGW - Agnew Airport
AYD - Alroy Downs Airport
BYX - Baniyala Airport
COB - Coolibah Airport
CRJ - Coorabie Airport
CRY - Carlton Hill Airport
CSD - Cresswell Downs Airport
DYM - Diamantina Lakes Airport
HIS - Hayman Island Resort Seaplane Base
HLV - Helenvale Airport
KBD - Kimberley Downs Airport
KGR - Kulgera Airport
MYO - Camballin Airport
OKB - Orchid Beach Airport
PEP - Peppimenarti Airport
RDA - Rockhampton Downs Airport
SSK - Sturt Creek Airport
SWB - Shaw River Airport
TPR - Tom Price Airport
TWP - Torwood Airport
ZVG - Springvale Airport
AUI - Aua Island Airport
AUJ - Ambunti Airport
AUP - Agaun Airport
AUV - Aumo Airport
AWE - Alowe Airport
AXF - Alxa Left Banner Bayanhot Airport
AXO - Pantar Kabir Airport
KPM - Kompiam Airport
BUA - Buka Airport
BRP - Biaru Airport
CMU - Chimbu Airport
MDM - Munduku Airport
KPF - Kondobol Airport
DNU - Dinangat Airport
DOI - Doini Airport
DAU - Daru Airport
EMS - Embessa Airport
XYR - Edwaki Airport
EPT - Eliptamin Airport
EGA - Engati Airstrip
EMO - Emo River Airstrip
ERU - Erume Airport
MFZ - Meselia Airport
FRQ - Feramin Airport
FAQ - Frieda River Airport
FUM - Fuma Airport
GKA - Goroka Airport
GUG - Guari Airport
GRL - Garasa Airport
GUR - Gurney Airport
GAP - Gusap Airport
PNP - Girua Airport
GBC - Gasuke Airport
HBD - Habi Airport
HNI - Heiweni Airport
HNN - Honinabi Airport
HKN - Hoskins Airport
HIT - Haivaro Airport
IMN - Imane Airport
KGM - Kungim Airport
IMD - Imonda Airport
KIE - Aropa Airport
IAL - Ialibu Airport
WIU - Witu Airport
KGH - Yongai Airport
LSA - Losuia Airport
KPA - Kopiago Airport
UNG - Kiunga Airport
KNE - Kanainj Airport
KRI - Kikori Airport
KMA - Kerema Airport
KRX - Kar Kar Airport
KUQ - Kuri Airport
KVG - Kavieng Airport
LNV - Londolovit Airport
LAB - Lab Lab Airport
LWI - Lowai Airport
LPN - Leron Plains Airport
LNG - Lese Airport
LSJ - Long Island Airport
AYM - Yas Island Seaplane Base
MRM - Manari Airport
OBM - Morobe Airport
MAG - Madang Airport
HGU - Mount Hagen Kagamuga Airport
GUV - Mougulu Airport
MDU - Mendi Airport
MAS - Momote Airport
MXH - Moro Airport
MIS - Misima Island Airport
MWG - Marawaka Airport
NKN - Nankina Airport
GBF - Negarbo(Negabo) Airport
MFO - Manguna Airport
KSB - Kasonombe Airport
NMN - Nomane Airport
NBA - Nambaiyufa Airport
LAE - Nadzab Airport
KGB - Konge Airport
OKP - Oksapmin Airport
HOC - Komako Airport
KCJ - Komaio Airport
KDE - Koroba Airport
OPB - Open Bay Airport
PGB - Pangoa Airport
PGN - Pangia Airport
MPF - Mapoda Airport
PMN - Pumani Airport
POM - Port Moresby Jacksons International Airport
SPH - Sopu Airport
SXA - Sialum Airport
RMN - Rumginae Airport
KMR - Karimui Airport
MWI - Maramuni Airport
MRH - May River Airstrip
SBE - Suabi Airport
NIS - Simberi Airport
SIL - Sila Airport
SBV - Sabah Airport
SIM - Simbai Airport
SBC - Selbang Airport
SPV - Sepik Plains Airport
SXW - Sauren Airport
MBV - Masa Airport
TIZ - Tari Airport
TBG - Tabubil Airport
TPI - Tapini Airport
RAB - Tokua Airport
TKW - Tekin Airport
TEP - Tep Tep Airport
TSW - Tsewi Airport
TRJ - Tarakbits Airport
TWY - Tawa Airport
TKB - Tekadu Airport
AYU - Aiyura Airport
UMC - Umba Airport
URU - Uroubi Airport
UPR - Upiara Airport
UVO - Uvol Airport
TLW - Talasea Airport
TCJ - Torembi Airport
VAI - Vanimo Airport
TON - Tonu Airport
WAO - Wabo Airport
WBM - Wapenamanda Airport
WAJ - Wawoi Falls Airport
WWK - Wewak International Airport
WOA - Wonenara Airport
WKN - Wakunai Airport
WSU - Wasu Airport
WTP - Woitape Airport
WUG - Wau Airport
YVD - Yeva Airport
SMJ - Sim Airport
WEP - Weam Airport
AYY - Arugam Bay SPB
KYX - Yalumet Airport
KSX - Yasuru Airport
WUM - Wasum Airport
ZXT - Zabrat Airport
FZL - Fuzuli International Airport
HAE - Lava Falls Heliport
AZB - Amazon Bay Airport
AZJ - Zhenjiang Dalu Airport
BAJ - Bali Airport
BCP - Bambu Airport
BCW - Benguera Island Airport
BCZ - Milyakburra Airport
ILL - Willmar Municipal Airport John L Rice Field (2006)
BDZ - Baindoung Airport
HKV - Malevo Airfield
JAM - Bezmer Air Base
JEG - Aasiaat Airport
AOQ - Aappilattoq Heliport
AGM - Tasiilaq Heliport
QGQ - Attu Heliport
UAK - Narsarsuaq Airport
JCH - Qasigiannguit Heliport
CNP - Neerlerit Inaat Airport
QFG - Eqalugaarsuit Heliport
GOH - Nuuk Airport
JGO - Qeqertarsuaq Heliport
IKE - Ikerasak Heliport
QFI - Iginniarfik Heliport
QRY - Ikerassaarsuk Heliport
XIQ - Ilimanaq Heliport
IUI - Innarsuit Heliport
IOQ - Isortoq Heliport
QJI - Ikamiut Heliport
JJU - Qaqortoq Heliport
JAV - Ilulissat Airport
QPW - Kangaatsiaq Heliport
KUS - Kulusuk Airport
KUZ - Kuummiut Heliport
KHQ - Kullorsuaq Heliport
KGQ - Kangersuatsiaq Heliport
QJE - Kitsissuarsuit Heliport
IOT - Illorsuit Heliport
JSU - Maniitsoq Airport
JNN - Nanortalik Heliport
JUU - Nuugaatsiaq Heliport
JNS - Narsaq Heliport
NIQ - Niaqornat Heliport
NSQ - Nuussuaq Heliport
JFR - Paamiut Airport
PQT - Qeqertaq Heliport
NAQ - Qaanaaq Airport
OBY - Ittoqqortoormiit Heliport
SFJ - Kangerlussuaq Airport
SRK - Siorapaluk Heliport
QOQ - Saarloq Heliport
JHS - Sisimiut Airport
SAE - Saattut Heliport
SVR - Savissivik Heliport
TQA - Tasiusaq Heliport
THU - Thule Air Base
TQI - Tiniteqilaaq Heliport
JUV - Upernavik Airport
UMD - Uummannaq Heliport
JQA - Qaarsut Airport
JUK - Ukkusissat Heliport
BHL - Bahía de los Ángeles Airport
BHT - Brighton Downs Airport
AEY - Akureyri Airport
BIU - Bildudalur Airport
BGJ - Borgarfjörður eystri Airport
BJD - Bakkafjörður Airport
BLO - Hjaltabakki Airport
BQD - Búðardalur Airport
BXV - Breiðdalsvík Airport
DJU - Djúpivogur Airport
EGS - Egilsstaðir Airport
FAS - Fáskrúðsfjörður Airport
FAG - Fagurhólsmýri Airport
GUU - Grundarfjörður Airport
GJR - Gjögur Airport
GRY - Grímsey Airport
HVK - Hólmavík Airport
HFN - Hornafjörður Airport
FLI - Holt Airport
HZK - Húsavík Airport
HVM - Krókstaðarmelar Airport
HLO - Ingjaldssanður Airport
IFJ - Ísafjörður Airport
KEF - Keflavik International Airport
OPA - Kópasker Airport
SAK - Sauðárkrókur Airport
NOR - Norðfjörður Airport
OFJ - Ólafsfjörður Airport
PFJ - Patreksfjörður Airport
RHA - Reykhólar Airport
OLI - Rif Airport
RFN - Raufarhöfn Airport
RKV - Reykjavik Airport
MVA - Reykjahlíð Airport
SIJ - Siglufjörður Airport
SYK - Stykkishólmur Airport
TEY - Þingeyri Airport
THO - Þórshöfn Airport
VEY - Vestmannaeyjar Airport
VPN - Vopnafjörður Airport
BJE - Baleela Airport
BJQ - Bahja Airport
BJT - Bentota River Waterdrome
PRN - Priština Adem Jashari International Airport
BMH - Bomai Airport
BMQ - Bamburi Airport
BMZ - Bamu Airport
BNF - Baranof Warm Springs Float and Seaplane Base
BNM - Bodinumu Airport
BNT - Bundi Airport
RBQ - Rurrenabaque Airport
BVL - Baures Airport
BOF - Bolling Air Force Base
BOK - Brookings Airport
BOT - Bosset Airport
BOV - Boang Airport
BPF - Batuna Aerodrome
BQV - Bartlett Cove Seaplane Base
VDC - Glauber de Andrade Rocha Airport
ALT - Alenquer Municipal Airport
NSB - Bimini North Seaplane Base
BSP - Bensbach Airport
BSV - Besakoa Airport
BTZ - Betong International Airport
BUL - Bulolo Airport
BVR - Esperadinha Airport
HUK - Hukuntsi Airport
BWJ - Bawan Airport
BWP - Bewani Airport
BXL - Blue Lagoon Seaplane Base
BXZ - Bunsil Airport
TXC - Orsha Airport - Balbasovo Air Base
BYA - Boundary Airport
BYL - Bella Yella Airport
BYV - Beira Lake Seaplane Base
BCV - Hector Silva Airstrip
BGK - Big Creek Airport
CUK - Caye Caulker Airport
CYC - Caye Chapel Airport
CZH - Corozal Municipal Airport
DGA - Dangriga Airport
INB - Independence Airport
MDB - Melinda Airport
ORZ - Orange Walk Airport
PLJ - Placencia Airport
PND - Punta Gorda Airport
SJX - Sartaneja Airport
SPR - John Greif II Airport
SQS - Matthew Spain Airport
STU - Santa Cruz Airport
SVK - Silver Creek Airport
TZA - Sir Barry Bowen Municipal Airport
BZB - Bazaruto Island Airport
BZM - Bemolanga Airport
YSV - Saglek Airport
YRR - Stuart Island Airstrip
YMV - Mary River Aerodrome
YHC - Hakai Passage Water Aerodrome
YBW - Bedwell Harbour Seaplane Base
YTP - Tofino Harbour Seaplane Base
ZNA - Nanaimo Harbour Water Airport
YZZ - Trail Airport
YMB - Merritt Airport
YHH - Campbell River Seaplane Base
YWS - Whistler/Green Lake Water Aerodrome
YBF - Bamfield Seaplane Base
YIG - Big Bay Seaplane Base
CJH - Chilko Lake (Tsylos Park Lodge) Airport
YPT - Pender Harbour Seaplane Base
ZOF - Ocean Falls Seaplane Base
YCA - Courtenay Airpark
CFQ - Creston Valley Regional Airport - Art Sutcliffe Field
YAA - Anahim Lake Airport
DGF - Douglas Lake Airport
JHL - Fort MacKay/Albian Aerodrome
ZTS - Tahsis Seaplane Base
DUQ - Duncan Airport
YHS - Sechelt-Gibsons Airport
YKK - Kitkatla Seaplane Base
ZQS - Queen Charlotte City Seaplane Base
WPL - Powell Lake Seaplane Base
XQU - Qualicum Beach Airport
YMP - Port Mcneill Airport
YRN - Rivers Inlet Seaplane Base
YTG - Sullivan Bay Seaplane Base
YMU - Mansons Landing Seaplane Base
YSX - Bella Bella/Shearwater Seaplane Base
YGG - Ganges Seaplane Base
YTB - Hartley Bay Seaplane Base
YZA - Cache Creek-Ashcroft Regional Airport
ZEL - Bella Bella (Campbell Island) Airport
CBC - Cherrabun Airport
YPB - Alberni Valley Regional Airport
YBO - Bob Quinn Lake Airport
TNS - Tungsten (Cantung) Airport
TUX - Tumbler Ridge Airport
YWM - Williams Harbour Airport
YSO - Postville Airport
YBI - Black Tickle Airport
YFX - St. Lewis (Fox Harbour) Airport
YHA - Port Hope Simpson Airport
YRG - Rigolet Airport
DVK - Diavik Airport
JOJ - Doris Lake
ZFW - Fairview Airport
YJP - Jasper-Hinton Airport
YLE - Whatì Airport
YDC - Drayton Valley Industrial Airport
NML - Fort McMurray / Mildred Lake Airport
CFM - Conklin (Leismer) Airport
ZSP - St. Paul Airport
KWD - Kavadja Airport
GSL - Taltheilei Narrows Airport
XMP - Macmillan Pass Airport
DAS - Great Bear Lake Airport
YFI - Fort Mackay / Firebag
YFJ - Wekweètì Airport
YOE - Donnelly Airport
TIL - Cheadle Airport
OKG - Okoyo Airport
CGA - Craig Seaplane Base
CGC - Cape Gloucester Airport
CGG - Casiguran Airport
GHK - Gahcho Kue
CHP - Circle Hot Springs Airport
CIV - Chomley Seaplane Base
LRQ - Laurie River Airport
YDJ - Hatchet Lake Airport
YDU - Kasba Lake Airport
YFL - Fort Reliance Seaplane Base
XCL - Cluff Lake Airport
YKE - Knee Lake Airport
SUR - Summer Beaver Airport
CKD - Crooked Creek Airport
YTT - Tisdale Airport
YAX - Wapekeka Airport
WNN - Wunnumin Lake Airport
YBS - Opapimiskan Lake Airport
YNO - North Spirit Lake Airport
CKR - Crane Island Airstrip
CKU - Cordova Municipal Airport
YDW - North of Sixty Airport
CKX - Chicken Airport
WCH - Nuevo Chaitén Airport
CMT - New Cametá Airport
CMZ - Caia Airport
TVS - Tangshan Sannühe Airport
YUA - Yuanmou Air Base
ZQZ - Zhangjiakou Ningyuan Airport
BSD - Baoshan Yunrui Airport
DZU - Dazu Air Base
LNJ - Lincang Boshang Airport
RKZ - Xigaze Peace Airport / Shigatse Air Base
PZI - Panzhihua Bao'anying Airport
ZKL - Zigong Fengming Airport
FUO - Foshan Shadi Airport
BZX - Bazhong Enyang Airport
XAI - Xinyang Minggang Airport
HUZ - Huizhou Pingtan Airport
DFA - Shangluo Airport
HSC - Shaoguan Danxia Airport
JGS - Jinggangshan Airport
AEB - Baise Youjiang Airport
LYG - Lianyungang Huaguoshan International Airport
DOY - Dongying Shengli Airport
XEN - Xingcheng Air Base
AAT - Altay Xuedu Airport
THQ - Tianshui Maijishan Airport
YZY - Zhangye Ganzhou Airport
DWS - Morin Dawa Banner Airport
LCT - Shijiazhuang Luancheng Airport
NAY - Beijing Nanjiao Airport
DDG - Dandong Langtou Airport
CBZ - Binzhou Daguo Airport
DDR - Xigaze Dingri Airport
JDE - Jiande Qiandaohu General Airport
HLJ - Zhaodong Beidahuang General Airport
TYC - Taiyuan Yaocheng Airport
ZHA - Zhanjiang Wuchuan Airport
ZFL - Zhaosu Tianma Airport
YEH - Yinchuan Yueyahu Airport
NTG - Nantong Xingdong International Airport
XBE - Bearskin Lake Airport
YNP - Natuashish Airport
YWR - White River Seaplane Base
YPD - Parry Sound Area Municipal Airport
XBR - Brockville - Thousand Islands Regional Tackaberry Airport
KIF - Kingfisher Lake Airport
YOG - Ogoki Post Airport
LCR - La Chorrera Airport
SNT - Las Cruces Airport
TCD - Tarapacá Airport
YEB - Bar River Airport
CPI - Cape Orford Airport
YSI - Parry Sound/Frying Pan Island-Sans Souci Seaplane Base
YHP - Poplar Hill Airport
KEW - Keewaywin Airport
XVQ - Reef Hueston Helicopter Landing
KFM - Kirby Lake Airport
YSA - Sable Island Landing Strip
YLS - Lebel-sur-Quevillon Airport
YNX - Snap Lake Airport
SSQ - La Sarre Airport
YKU - Chisasibi Airport
EHT - Rentschler Heliport
ZTB - Tête-à-la-Baleine Airport
ZKG - Kegaska Airport
YWQ - Chute-Des-Passes/Lac Margane Seaplane Base
CTP - Carutapera Airport
YAU - Donaldson Airport
TR7 - Ottawa / Rockcliffe Seaplane Base
ZGS - La Romaine Airport
YFG - Fontanges Airport
ZLT - La Tabatière Airport
CUJ - Culion Airport
HLI - Hollister Municipal Airport
CVL - Cape Vogel Airport
CXC - Chitina Airport
GEC - Lefkoniko Airport / Geçitkale Air Base
YAB - Arctic Bay Airport
YAC - Cat Lake Airport
YAR - La Grande-3 Airport
YAG - Fort Frances Municipal Airport
YAH - La Grande-4 Airport
YAL - Alert Bay Airport
YAM - Sault Ste Marie Airport
XKS - Kasabonika Airport
YKG - Kangirsuk Airport
YAT - Attawapiskat Airport
YAY - St. Anthony Airport
YAZ - Tofino / Long Beach Airport
YBA - Banff Airport
YBB - Kugaaruk Airport
YBC - Baie-Comeau Airport
QBC - Bella Coola Airport
YBE - Uranium City Airport
YBY - Bonnyville Airport
YBG - CFB Bagotville
YBK - Baker Lake Airport
YBL - Campbell River Airport
XTL - Tadoule Lake Airport
YBR - Brandon Municipal Airport
YBT - Brochet Airport
YBV - Berens River Airport
YBX - Lourdes-de-Blanc-Sablon Airport
YRF - Cartwright Airport
YCB - Cambridge Bay Airport
YCC - Cornwall Regional Airport
YCD - Nanaimo Airport
YCE - Centralia / James T. Field Memorial Aerodrome
YCG - Castlegar/West Kootenay Regional Airport
YCH - Miramichi Airport
XCM - Chatham Kent Airport
YCL - Charlo Airport
YCN - Cochrane Airport
YCO - Kugluktuk Airport
YCQ - Chetwynd Airport
YCR - Cross Lake (Charlie Sinclair Memorial) Airport
YCS - Chesterfield Inlet Airport
YCT - Coronation Airport
YCW - Chilliwack Airport
YCY - Clyde River Airport
YCZ - Fairmont Hot Springs Airport
YDA - Dawson City Airport
YDB - Burwash Airport
YDF - Deer Lake Airport
YDL - Dease Lake Airport
XRR - Ross River Airport
YDN - Dauphin Barker Airport
YDO - Dolbeau St Felicien Airport
YDP - Nain Airport
YDQ - Dawson Creek Airport
YEG - Edmonton International Airport
YEK - Arviat Airport
YEL - Elliot Lake Municipal Airport
YEM - Manitoulin East Municipal Airport
YEN - Estevan Airport
YER - Fort Severn Airport
YET - Edson Airport
YEU - Eureka Airport
YEV - Inuvik Mike Zubko Airport
YEY - Amos/Magny Airport
YFA - Fort Albany Airport
YFB - Iqaluit Airport
YFC - Fredericton Airport
YFE - Forestville Airport
YFH - Fort Hope Airport
YTM - Mont-Tremblant International Airport
YFO - Flin Flon Airport
YFR - Fort Resolution Airport
YFS - Fort Simpson Airport
YMN - Makkovik Airport
YGB - Texada Gillies Bay Airport
YGH - Fort Good Hope Airport
YGK - Kingston Norman Rogers Airport
YGL - La Grande Rivière Airport
YGM - Gimli Industrial Park Airport
YGO - Gods Lake Narrows Airport
YGP - Gaspé (Michel-Pouliot) Airport
YGQ - Geraldton Greenstone Regional Airport
YGR - Îles-de-la-Madeleine Airport
YGT - Igloolik Airport
YGV - Havre-Saint-Pierre Airport
YGW - Kuujjuarapik Airport
YGX - Gillam Airport
YGZ - Grise Fiord Airport
YQC - Quaqtaq Airport
YHB - Hudson Bay Airport
CXH - Vancouver Harbour Water Aerodrome
YHD - Dryden Regional Airport
YHE - Hope Airport / FVRD Regional Airpark
YHF - Hearst René Fontaine Municipal Airport
YNS - Nemiscau Airport
YHI - Ulukhaktok Holman Airport
YHK - Gjoa Haven Airport
YHM - John C. Munro Hamilton International Airport
YHN - Hornepayne Municipal Airport
YHO - Hopedale Airport
YHR - Chevery Airport
YHT - Haines Junction Airport
YHU - Montréal / Saint-Hubert Airport
YHY - Hay River / Merlyn Carter Airport
YHZ - Halifax / Stanfield International Airport
YIB - Atikokan Municipal Airport
YDG - Digby / Annapolis Regional Airport
YIF - St Augustin Airport
YIK - Ivujivik Airport
YIO - Pond Inlet Airport
YIV - Island Lake Airport
YJA - Jasper Airport
YJF - Fort Liard Airport
YJN - St Jean Airport
YJT - Stephenville Airport
YKA - Kamloops Airport
YKC - Collins Bay Airport
LAK - Aklavik/Freddie Carmichael Airport
YKF - Waterloo Airport
YWB - Kangiqsujuaq (Wakeham Bay) Airport
YKJ - Key Lake Airport
YKL - Schefferville Airport
YKD - Kincardine Municipal Airport
AKV - Akulivik Airport
YKQ - Waskaganish Airport
YKX - Kirkland Lake Airport
YKY - Kindersley Airport
YKZ - Buttonville Municipal Airport
YPJ - Aupaluk Airport
YLB - Lac La Biche Airport
YLC - Kimmirut Airport
YLD - Chapleau Airport
YLH - Lansdowne House Airport
YLJ - Meadow Lake Airport
YSG - Lutselk'e Airport
YLL - Lloydminster Airport
YLQ - La Tuque Airport
YLR - Leaf Rapids Airport
YLK - Barrie-Lake Simcoe Regional Airport
YLT - Alert Airport
XGR - Kangiqsualujjuaq (Georges River) Airport
YLW - Kelowna International Airport
CYM - Chatham Seaplane Base
YMA - Mayo Airport
YME - Matane Airport
YMG - Manitouwadge Airport
YMH - Mary's Harbour Airport
YMJ - Moose Jaw Air Vice Marshal C. M. McEwen Airport
YML - Charlevoix Airport
YMM - Fort McMurray Airport
YMO - Moosonee Airport
YMT - Chapais Airport
YUD - Umiujaq Airport
YMW - Maniwaki Airport
YMX - Montreal International (Mirabel) Airport
YNA - Natashquan Airport
YNC - Wemindji Airport
YND - Ottawa / Gatineau Airport
YNE - Norway House Airport
YNH - Hudsons Hope Airport
YLY - Langley Airport
YNL - Points North Landing Airport
YNM - Matagami Airport
HZP - Fort Mackay / Horizon Airport
YOA - Ekati Airport
YOC - Old Crow Airport
YOD - CFB Cold Lake
YOH - Oxford House Airport
YOJ - High Level Airport
YOO - Oshawa Executive Airport
YOP - Rainbow Lake Airport
YOS - Owen Sound / Billy Bishop Regional Airport
YOW - Ottawa Macdonald-Cartier International Airport
YPA - Prince Albert Glass Field
YPC - Paulatuk (Nora Aliqatchialuk Ruben) Airport
YPS - Port Hawkesbury Airport
YPE - Peace River Airport
YPG - Portage-la-Prairie / Southport Airport
YPH - Inukjuak Airport
YPL - Pickle Lake Airport
YPM - Pikangikum Airport
YPN - Port Menier Airport
YPO - Peawanuck Airport
YPQ - Peterborough Municipal Airport
YPR - Prince Rupert Airport
YPW - Powell River Airport
YPX - Puvirnituq Airport
YPY - Fort Chipewyan Airport
YPZ - Burns Lake Airport
YQA - Muskoka Airport
YQB - Quebec Jean Lesage International Airport
YQD - The Pas Airport
YQF - Red Deer Regional Airport
YQG - Windsor Airport
YQH - Watson Lake Airport
YQI - Yarmouth Airport
YQK - Kenora Airport
YQL - Lethbridge County Airport
YQM - Greater Moncton Roméo LeBlanc International Airport
YQN - Nakina Airport
YQQ - Comox Valley Airport / CFB Comox
YQR - Regina International Airport
YQS - St Thomas Municipal Airport
YQT - Thunder Bay Airport
YQU - Grande Prairie Airport
YQV - Yorkton Municipal Airport
YQW - North Battleford Airport
YQX - Gander International Airport / CFB Gander
YQY - Sydney / J.A. Douglas McCurdy Airport
YQZ - Quesnel Airport
YRA - Rae Lakes Airport
YRB - Resolute Bay Airport
YRI - Rivière-du-Loup Airport
YRJ - Roberval Airport
YRL - Red Lake Airport
YRM - Rocky Mountain House Airport
YRO - Ottawa / Rockcliffe Airport
YRQ - Trois-Rivières Airport
YRS - Red Sucker Lake Airport
YRT - Rankin Inlet Airport
YRV - Revelstoke Airport
YSB - Sudbury Airport
YSC - Sherbrooke Airport
YSD - Canadian Forces Base Suffield Heliport
YSE - Squamish Airport
YSF - Stony Rapids Airport
YSH - Smiths Falls-Montague (Russ Beach) Airport
YSJ - Saint John Airport
YSK - Sanikiluaq Airport
YSL - Saint-Léonard Airport
YSM - Fort Smith Airport
YCM - Niagara District Airport
YSP - Marathon Airport
YST - St. Theresa Point Airport
YSU - Summerside Airport
YSY - Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport
YTA - Pembroke Airport
YTE - Cape Dorset Airport
YTF - Alma Airport
YTH - Thompson Airport
YTL - Big Trout Lake Airport
YTQ - Tasiujaq Airport
YTR - CFB Trenton
YTS - Timmins/Victor M. Power
YTZ - Billy Bishop Toronto City Centre Airport
YUB - Tuktoyaktuk / James Gruben Airport
YUL - Montreal / Pierre Elliott Trudeau International Airport
YUT - Naujaat Airport
YUX - Hall Beach Airport
YUY - Rouyn Noranda Airport
YVB - Bonaventure Airport
YVC - La Ronge Airport
YVG - Vermilion Airport
YVE - Vernon Airport
YCK - Tommy Kochon Airport
YVM - Qikiqtarjuaq Airport
YVO - Val-d'Or Airport
YVP - Kuujjuaq Airport
YVQ - Norman Wells Airport
YVR - Vancouver International Airport
YVT - Buffalo Narrows Airport
YVV - Wiarton Airport
YVZ - Deer Lake Airport
YWA - Petawawa Airport
